type,from ,to ,m1 ,m2 ,m3 ,i1 ,i2 ,i3 ,i4 ,i5 ,i6 ,i7 ,i8 ,i9 ,fromIdx ,toIdx
76,3069 ,3064 ,-1.20047 ,-2.92972 ,-999.95 ,547.969 ,-101.979 ,-101.979 ,299.605 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2007 ,2005
76,3069 ,3070 ,-1.27051 ,-3.77672 ,-999.95 ,530.286 ,-117.015 ,-117.015 ,189.259 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2007 ,2010
76,3069 ,3071 ,0.212529 ,-3.47501 ,-999.95 ,577.395 ,17.4742 ,17.4742 ,210.025 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2007 ,2012
76,3077 ,2992 ,-0.532999 ,-1.36001 ,-999.95 ,606.2 ,-17.8781 ,-17.8781 ,541.272 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2014 ,1963
76,3077 ,2997 ,0.471963 ,-1.50878 ,-999.95 ,606.233 ,15.9901 ,15.9901 ,523.516 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2014 ,1968
76,3077 ,3020 ,0.385062 ,-2.45798 ,-999.95 ,593.604 ,24.8993 ,24.8993 ,377.407 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2014 ,1982
76,3077 ,3064 ,-1.15726 ,-2.77932 ,-999.95 ,553.363 ,-94.9991 ,-94.9991 ,322.904 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2014 ,2005
76,3077 ,3070 ,-1.22946 ,-3.63866 ,-999.95 ,534.668 ,-113.435 ,-113.435 ,203.583 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2014 ,2010
76,3077 ,3071 ,0.252457 ,-3.32343 ,-999.95 ,579.99 ,20.8823 ,20.8823 ,232.15 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2014 ,2012
76,3077 ,3082 ,-1.07843 ,-2.11183 ,-999.95 ,572 ,-67.2388 ,-67.2388 ,433.21 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2014 ,2017
76,3085 ,2992 ,-0.500713 ,-1.18267 ,-999.95 ,609.147 ,-13.9001 ,-13.9001 ,559.667 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2019 ,1963
76,3085 ,2997 ,0.522298 ,-1.31885 ,-999.95 ,607.869 ,14.8815 ,14.8815 ,545.285 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2019 ,1968
76,3085 ,3020 ,0.455717 ,-2.28291 ,-999.95 ,594.977 ,27.3465 ,27.3465 ,407.23 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2019 ,1982
76,3085 ,3064 ,-1.0818 ,-2.64175 ,-999.95 ,560.438 ,-85.5237 ,-85.5237 ,344.916 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2019 ,2005
76,3085 ,3070 ,-1.13749 ,-3.50842 ,-999.95 ,541.834 ,-105.352 ,-105.352 ,217.105 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2019 ,2010
76,3085 ,3071 ,0.347405 ,-3.1507 ,-999.95 ,581.744 ,28.6949 ,28.6949 ,259.1 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2019 ,2012
76,3085 ,3082 ,-1.02353 ,-1.96429 ,-999.95 ,578.176 ,-58.2766 ,-58.2766 ,456.966 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2019 ,2017
76,3093 ,2992 ,-0.47691 ,-1.04504 ,-999.95 ,611.193 ,-11.2825 ,-11.2825 ,572.039 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2022 ,1963
76,3093 ,2997 ,0.556556 ,-1.16242 ,-999.95 ,609.298 ,13.5109 ,13.5109 ,561.001 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2022 ,1968
76,3093 ,3020 ,0.503141 ,-2.12363 ,-999.95 ,596.46 ,27.738 ,27.738 ,433.676 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2022 ,1982
76,3093 ,3064 ,-1.0481 ,-2.53861 ,-999.95 ,564.407 ,-79.9737 ,-79.9737 ,362.038 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2022 ,2005
76,3093 ,3070 ,-1.07087 ,-3.42624 ,-999.95 ,546.795 ,-99.2792 ,-99.2792 ,226.262 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2022 ,2010
76,3093 ,3071 ,0.409571 ,-3.02231 ,-999.95 ,582.854 ,33.163 ,33.163 ,279.929 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2022 ,2012
76,3093 ,3082 ,-0.996797 ,-1.84506 ,-999.95 ,582.143 ,-52.2848 ,-52.2848 ,475.379 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2022 ,2017
76,3101 ,2997 ,0.590534 ,-0.947529 ,-999.95 ,611.406 ,11.1695 ,11.1695 ,579.236 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2025 ,1968
76,3101 ,3020 ,0.564798 ,-1.92622 ,-999.95 ,598.113 ,27.6022 ,27.6022 ,464.829 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2025 ,1982
76,3101 ,3064 ,-0.980415 ,-2.35003 ,-999.95 ,571.927 ,-69.1717 ,-69.1717 ,393.859 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2025 ,2005
76,3101 ,3070 ,-1.00132 ,-3.19964 ,-999.95 ,554.402 ,-91.0197 ,-91.0197 ,256.414 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2025 ,2010
76,3101 ,3071 ,0.471851 ,-2.81508 ,-999.95 ,585.186 ,36.1928 ,36.1928 ,314.726 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2025 ,2012
76,3101 ,3082 ,-0.950245 ,-1.66139 ,-999.95 ,588.241 ,-43.2118 ,-43.2118 ,502.067 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2025 ,2017
76,3101 ,3102 ,0.430932 ,-3.83171 ,-999.95 ,565.886 ,38.6633 ,38.6633 ,166.437 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2025 ,2028
76,3109 ,3020 ,0.571308 ,-1.73679 ,-999.95 ,600.941 ,24.1868 ,24.1868 ,492.853 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2030 ,1982
76,3109 ,3064 ,-0.969829 ,-2.17856 ,-999.95 ,576.103 ,-62.7005 ,-62.7005 ,422.599 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2030 ,2005
76,3109 ,3070 ,-0.972474 ,-3.06206 ,-999.95 ,558.385 ,-86.5456 ,-86.5456 ,276.591 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2030 ,2010
76,3109 ,3071 ,0.501937 ,-2.62785 ,-999.95 ,587.799 ,36.018 ,36.018 ,347.045 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2030 ,2012
76,3109 ,3082 ,-0.934194 ,-1.49698 ,-999.95 ,592.383 ,-36.8323 ,-36.8323 ,523.721 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2030 ,2017
76,3109 ,3102 ,0.465839 ,-3.65254 ,-999.95 ,568.867 ,41.7519 ,41.7519 ,187.916 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2030 ,2028
76,3116 ,3020 ,0.598435 ,-1.55453 ,-999.95 ,603.079 ,21.8068 ,21.8068 ,517.267 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2033 ,1982
76,3116 ,3064 ,-0.943095 ,-2.02442 ,-999.95 ,580.7 ,-55.6581 ,-55.6581 ,447.807 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2033 ,2005
76,3116 ,3070 ,-0.952623 ,-2.90286 ,-999.95 ,562.364 ,-81.9543 ,-81.9543 ,301.401 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2033 ,2010
76,3116 ,3071 ,0.526652 ,-2.48134 ,-999.95 ,589.734 ,35.5473 ,35.5473 ,372.484 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2033 ,2012
76,3116 ,3082 ,-0.924963 ,-1.32667 ,-999.95 ,596.225 ,-30.9482 ,-30.9482 ,543.756 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2033 ,2017
76,3116 ,3102 ,0.502957 ,-3.52807 ,-999.95 ,570.463 ,44.8427 ,44.8427 ,204.229 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2033 ,2028
76,3116 ,3118 ,-0.951478 ,-3.46548 ,-999.95 ,552.212 ,-89.6504 ,-89.6504 ,218.998 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2033 ,2036
76,3124 ,3020 ,0.605569 ,-1.41708 ,-999.95 ,604.94 ,19.43 ,19.43 ,534.011 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2038 ,1982
76,3124 ,3064 ,-0.958385 ,-1.88145 ,-999.95 ,583.099 ,-51.4817 ,-51.4817 ,470.064 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2038 ,2005
76,3124 ,3070 ,-0.964439 ,-2.78395 ,-999.95 ,564.018 ,-80.2657 ,-80.2657 ,320.815 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2038 ,2010
76,3124 ,3071 ,0.531275 ,-2.34604 ,-999.95 ,591.982 ,33.5269 ,33.5269 ,395.922 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2038 ,2012
76,3124 ,3082 ,-0.925663 ,-1.18547 ,-999.95 ,599.018 ,-26.6823 ,-26.6823 ,558.403 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2038 ,2017
76,3124 ,3118 ,-0.956614 ,-3.34742 ,-999.95 ,554.053 ,-89.0598 ,-89.0598 ,234.876 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2038 ,2036
76,3131 ,3020 ,0.611373 ,-1.27085 ,-999.95 ,606.883 ,16.9312 ,16.9312 ,550.104 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2041 ,1982
76,3131 ,3064 ,-0.96192 ,-1.75111 ,-999.95 ,585.792 ,-46.9876 ,-46.9876 ,489.373 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2041 ,2005
76,3131 ,3070 ,-0.954447 ,-2.67262 ,-999.95 ,566.702 ,-76.7397 ,-76.7397 ,339.278 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2041 ,2010
76,3131 ,3071 ,0.550167 ,-2.20049 ,-999.95 ,593.959 ,32.0989 ,32.0989 ,420.583 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2041 ,2012
76,3131 ,3082 ,-0.930645 ,-1.0489 ,-999.95 ,601.504 ,-22.9375 ,-22.9375 ,570.828 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2041 ,2017
76,3131 ,3102 ,0.516175 ,-3.29706 ,-999.95 ,574.719 ,44.8234 ,44.8234 ,236.833 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2041 ,2028
76,3131 ,3118 ,-0.953466 ,-3.23571 ,-999.95 ,556.208 ,-87.5372 ,-87.5372 ,250.552 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2041 ,2036
76,3139 ,3020 ,0.61594 ,-1.12058 ,-999.95 ,608.821 ,14.4632 ,14.4632 ,564.745 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2044 ,1982
76,3139 ,3064 ,-0.94971 ,-1.60399 ,-999.95 ,589.499 ,-41.1775 ,-41.1775 ,509.845 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2044 ,2005
76,3139 ,3070 ,-0.957874 ,-2.51694 ,-999.95 ,569.635 ,-72.7103 ,-72.7103 ,365.575 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2044 ,2010
76,3139 ,3071 ,0.550818 ,-2.06684 ,-999.95 ,596.18 ,29.567 ,29.567 ,442.652 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2044 ,2012
76,3139 ,3082 ,-0.92801 ,-0.89427 ,-999.95 ,604.443 ,-18.8225 ,-18.8225 ,582.828 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2044 ,2017
76,3139 ,3102 ,0.51758 ,-3.12283 ,-999.95 ,578.077 ,43.5149 ,43.5149 ,263.606 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2044 ,2028
76,3139 ,3118 ,-0.956752 ,-3.06222 ,-999.95 ,559.19 ,-85.265 ,-85.265 ,276.404 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2044 ,2036
76,3147 ,3020 ,0.615636 ,-0.970426 ,-999.95 ,610.741 ,12.0606 ,12.0606 ,577.429 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2047 ,1982
76,3147 ,3064 ,-0.948559 ,-1.45715 ,-999.95 ,592.676 ,-36.1008 ,-36.1008 ,528.559 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2047 ,2005
76,3147 ,3070 ,-0.948321 ,-2.37428 ,-999.95 ,573.043 ,-67.7025 ,-67.7025 ,389.805 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2047 ,2010
76,3147 ,3071 ,0.551075 ,-1.90994 ,-999.95 ,598.718 ,26.5396 ,26.5396 ,467.418 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2047 ,2012
76,3147 ,3102 ,0.526406 ,-2.9633 ,-999.95 ,580.871 ,42.5739 ,42.5739 ,289.525 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2047 ,2028
76,3147 ,3118 ,-0.953393 ,-2.93369 ,-999.95 ,561.747 ,-82.6395 ,-82.6395 ,296.474 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2047 ,2036
76,3147 ,3148 ,-0.442288 ,-3.62953 ,-999.95 ,568.462 ,-45.2687 ,-45.2687 ,191.356 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2047 ,2050
76,3155 ,3064 ,-0.961373 ,-1.31179 ,-999.95 ,595.263 ,-31.8015 ,-31.8015 ,545.245 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2052 ,2005
76,3155 ,3070 ,-0.952379 ,-2.24194 ,-999.95 ,575.613 ,-63.6973 ,-63.6973 ,412.105 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2052 ,2010
76,3155 ,3071 ,0.543722 ,-1.7527 ,-999.95 ,601.338 ,23.1741 ,23.1741 ,490.741 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2052 ,2012
76,3155 ,3102 ,0.531729 ,-2.84468 ,-999.95 ,582.951 ,41.5178 ,41.5178 ,309.463 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2052 ,2028
76,3155 ,3118 ,-0.957841 ,-2.81308 ,-999.95 ,563.802 ,-80.4229 ,-80.4229 ,315.997 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2052 ,2036
76,3155 ,3148 ,-0.436284 ,-3.50395 ,-999.95 ,571.202 ,-44.3042 ,-44.3042 ,207.674 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2052 ,2050
76,3162 ,3064 ,-0.951236 ,-1.12271 ,-999.95 ,599.454 ,-25.6242 ,-25.6242 ,564.247 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2055 ,2005
76,3162 ,3070 ,-0.94332 ,-2.04307 ,-999.95 ,580.289 ,-56.3223 ,-56.3223 ,444.818 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2055 ,2010
76,3162 ,3071 ,0.560499 ,-1.55629 ,-999.95 ,603.884 ,20.2805 ,20.2805 ,517.213 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2055 ,2012
76,3162 ,3102 ,0.545661 ,-2.65391 ,-999.95 ,586.067 ,39.8297 ,39.8297 ,342.284 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2055 ,2028
76,3162 ,3118 ,-0.946244 ,-2.61954 ,-999.95 ,568.172 ,-74.7167 ,-74.7167 ,348.189 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2055 ,2036
76,3162 ,3148 ,-0.434239 ,-3.34774 ,-999.95 ,574.401 ,-43.3296 ,-43.3296 ,229.567 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2055 ,2050
76,3162 ,3163 ,0.519707 ,-3.52891 ,-999.95 ,569.979 ,46.3876 ,46.3876 ,204.242 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2055 ,2058
76,3170 ,3064 ,-0.958623 ,-0.957306 ,-999.95 ,602.453 ,-21.1731 ,-21.1731 ,578.108 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2060 ,2005
76,3170 ,3070 ,-0.958385 ,-1.88145 ,-999.95 ,583.099 ,-51.4817 ,-51.4817 ,470.064 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2060 ,2010
76,3170 ,3071 ,0.571515 ,-1.40706 ,-999.95 ,605.779 ,18.0147 ,18.0147 ,535.298 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2060 ,2012
76,3170 ,3102 ,0.543015 ,-2.50497 ,-999.95 ,588.846 ,37.1578 ,37.1578 ,368.266 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2060 ,2028
76,3170 ,3118 ,-0.950087 ,-2.46825 ,-999.95 ,571.023 ,-70.7069 ,-70.7069 ,373.843 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2060 ,2036
76,3170 ,3148 ,-0.432499 ,-3.20296 ,-999.95 ,577.305 ,-42.1497 ,-42.1497 ,251.306 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2060 ,2050
76,3170 ,3163 ,0.513771 ,-3.40945 ,-999.95 ,572.553 ,45.2976 ,45.2976 ,220.553 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2060 ,2058
76,3170 ,3173 ,-1.39186 ,-2.49994 ,-999.95 ,544.06 ,-103.087 ,-103.087 ,370.145 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2060 ,2063
76,3179 ,3070 ,-0.945691 ,-1.73687 ,-999.95 ,586.8 ,-45.6461 ,-45.6461 ,491.496 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2065 ,2010
76,3179 ,3071 ,0.568407 ,-1.25227 ,-999.95 ,607.938 ,15.2752 ,15.2752 ,552.141 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2065 ,2012
76,3179 ,3102 ,0.543548 ,-2.34595 ,-999.95 ,591.639 ,34.3744 ,34.3744 ,395.858 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2065 ,2028
76,3179 ,3118 ,-0.953555 ,-2.30668 ,-999.95 ,574.191 ,-65.9069 ,-65.9069 ,401.225 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2065 ,2036
76,3179 ,3148 ,-0.427033 ,-3.0361 ,-999.95 ,580.686 ,-40.1392 ,-40.1392 ,277.883 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2065 ,2050
76,3179 ,3163 ,0.519589 ,-3.26107 ,-999.95 ,575.327 ,44.869 ,44.869 ,242.227 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2065 ,2058
76,3179 ,3173 ,-1.39155 ,-2.35333 ,-999.95 ,547.354 ,-97.3283 ,-97.3283 ,393.991 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2065 ,2063
76,3187 ,3070 ,-0.95971 ,-1.58913 ,-999.95 ,589.416 ,-41.1216 ,-41.1216 ,511.77 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2068 ,2010
76,3187 ,3071 ,0.577275 ,-1.09509 ,-999.95 ,609.807 ,13.0373 ,13.0373 ,567.118 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2068 ,2012
76,3187 ,3102 ,0.538419 ,-2.20066 ,-999.95 ,594.276 ,31.3472 ,31.3472 ,420.632 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2068 ,2028
76,3187 ,3118 ,-0.938745 ,-2.16003 ,-999.95 ,578.007 ,-60.0513 ,-60.0513 ,425.774 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2068 ,2036
76,3187 ,3148 ,-0.422237 ,-2.8829 ,-999.95 ,583.721 ,-38.0161 ,-38.0161 ,303.467 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2068 ,2050
76,3187 ,3163 ,0.513361 ,-3.08965 ,-999.95 ,578.84 ,42.8245 ,42.8245 ,268.895 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2068 ,2058
76,3187 ,3173 ,-1.39496 ,-2.19613 ,-999.95 ,550.902 ,-90.8178 ,-90.8178 ,419.468 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2068 ,2063
76,3187 ,3188 ,0.517461 ,-3.65532 ,-999.95 ,567.45 ,46.5593 ,46.5593 ,188.015 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2068 ,2071
76,3196 ,3070 ,-0.948559 ,-1.45715 ,-999.95 ,592.676 ,-36.1008 ,-36.1008 ,528.559 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2073 ,2010
76,3196 ,3071 ,0.570041 ,-0.940798 ,-999.95 ,611.782 ,10.6354 ,10.6354 ,579.781 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2073 ,2012
76,3196 ,3102 ,0.547722 ,-2.04869 ,-999.95 ,596.56 ,29.033 ,29.033 ,445.605 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2073 ,2028
76,3196 ,3118 ,-0.943095 ,-2.02442 ,-999.95 ,580.7 ,-55.6581 ,-55.6581 ,447.807 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2073 ,2036
76,3196 ,3148 ,-0.421558 ,-2.76888 ,-999.95 ,585.864 ,-36.511 ,-36.511 ,323.033 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2073 ,2050
76,3196 ,3163 ,0.51183 ,-2.96293 ,-999.95 ,581.305 ,41.3299 ,41.3299 ,289.607 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2073 ,2058
76,3196 ,3173 ,-1.39524 ,-2.07209 ,-999.95 ,554.054 ,-85.1713 ,-85.1713 ,439.241 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2073 ,2063
76,3196 ,3188 ,0.528093 ,-3.52934 ,-999.95 ,569.732 ,47.1598 ,47.1598 ,204.25 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2073 ,2071
76,3205 ,3070 ,-0.947664 ,-1.30177 ,-999.95 ,595.952 ,-30.9854 ,-30.9854 ,546.386 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2076 ,2010
76,3205 ,3102 ,0.551075 ,-1.90994 ,-999.95 ,598.718 ,26.5396 ,26.5396 ,467.418 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2076 ,2028
76,3205 ,3118 ,-0.958385 ,-1.88145 ,-999.95 ,583.099 ,-51.4817 ,-51.4817 ,470.064 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2076 ,2036
76,3205 ,3148 ,-0.427387 ,-2.61015 ,-999.95 ,588.604 ,-34.7289 ,-34.7289 ,350.677 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2076 ,2050
76,3205 ,3163 ,0.513754 ,-2.81583 ,-999.95 ,584.014 ,39.6472 ,39.6472 ,314.443 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2076 ,2058
76,3205 ,3173 ,-1.39891 ,-1.93795 ,-999.95 ,557.422 ,-78.9918 ,-78.9918 ,460.065 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2076 ,2063
76,3205 ,3188 ,0.525345 ,-3.37176 ,-999.95 ,572.974 ,46.135 ,46.135 ,225.978 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2076 ,2071
76,3205 ,3208 ,-2.12169 ,-2.6079 ,-999.95 ,485.183 ,-152.954 ,-152.954 ,364.788 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2076 ,2079
76,3214 ,3070 ,-0.95997 ,-1.16165 ,-999.95 ,598.395 ,-27.0506 ,-27.0506 ,560.579 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2081 ,2010
76,3214 ,3102 ,0.556641 ,-1.76727 ,-999.95 ,600.818 ,24.0728 ,24.0728 ,488.586 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2081 ,2028
76,3214 ,3118 ,-0.96192 ,-1.75111 ,-999.95 ,585.792 ,-46.9876 ,-46.9876 ,489.373 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2081 ,2036
76,3214 ,3148 ,-0.433262 ,-2.51163 ,-999.95 ,590.213 ,-33.6598 ,-33.6598 ,367.909 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2081 ,2050
76,3214 ,3163 ,0.533025 ,-2.70631 ,-999.95 ,585.48 ,39.6445 ,39.6445 ,333.242 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2081 ,2058
76,3214 ,3173 ,-1.41142 ,-1.79646 ,-999.95 ,560.616 ,-72.7077 ,-72.7077 ,481.128 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2081 ,2063
76,3214 ,3188 ,0.54795 ,-3.29838 ,-999.95 ,573.756 ,47.6856 ,47.6856 ,236.777 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2081 ,2071
76,3214 ,3208 ,-2.13306 ,-2.52376 ,-999.95 ,485.706 ,-150.021 ,-150.021 ,377.259 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2081 ,2079
76,3223 ,3070 ,-0.971034 ,-1.01736 ,-999.95 ,600.933 ,-23.1457 ,-23.1457 ,573.321 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2084 ,2010
76,3223 ,3102 ,0.54729 ,-1.63753 ,-999.95 ,602.982 ,21.2088 ,21.2088 ,506.65 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,-999.95 ,2084 ,2028
